Date,High,Low,Open,Close,Volume,Adj Close
2018-06-01,912.3499755859375,898.0,907.5,900.0,1392273.0,887.8939819335938
2018-06-04,907.9500122070312,881.5999755859375,906.0,885.3499755859375,1529852.0,873.4409790039062
2018-06-05,886.4500122070312,858.2000122070312,885.0,863.9500122070312,2948255.0,852.328857421875
2018-06-06,904.0,853.2999877929688,860.0999755859375,899.4500122070312,2854320.0,887.3513793945312
2018-06-07,906.7000122070312,884.2000122070312,902.0999755859375,887.1500244140625,2875636.0,875.2168579101562
2018-06-08,898.0,880.4000244140625,887.1500244140625,896.0,1672490.0,883.94775390625
2018-06-11,914.0,896.0,897.0,903.3499755859375,2032601.0,891.1989135742188
2018-06-12,911.0,901.0999755859375,903.4500122070312,904.7000122070312,1426736.0,892.53076171875
2018-06-13,926.7999877929688,905.0,906.7000122070312,918.1500244140625,2933810.0,905.7998046875
2018-06-14,921.3499755859375,903.25,918.1500244140625,905.25,2004165.0,893.0733032226562
2018-06-15,916.9000244140625,898.5,910.7999877929688,903.4500122070312,2364375.0,891.2975463867188
2018-06-18,905.25,891.7000122070312,904.0,897.7000122070312,1309586.0,885.6249389648438
2018-06-19,896.4500122070312,886.0,896.0,889.0,1833168.0,877.0419311523438
2018-06-20,897.0,880.5,892.0,888.3499755859375,1850681.0,876.4006958007812
2018-06-21,894.7999877929688,866.0,894.0,868.4000244140625,1274479.0,856.718994140625
2018-06-22,881.75,859.0,870.7000122070312,877.5499877929688,2183928.0,865.7459106445312
2018-06-25,885.2999877929688,862.0,878.0,864.0,1217765.0,852.3782348632812
2018-06-26,874.5,862.0,863.9000244140625,872.1500244140625,1801638.0,860.4185791015625
2018-06-27,879.5,867.0,872.0,869.6500244140625,2037781.0,857.9522094726562
2018-06-28,868.0,830.0,868.0,836.3499755859375,9824968.0,825.10009765625
2018-06-29,881.7999877929688,826.0499877929688,826.0499877929688,878.5,4960179.0,866.6831665039062
2018-07-02,906.9000244140625,870.1500244140625,883.0999755859375,897.4000244140625,3353006.0,885.3290405273438
2018-07-03,902.7999877929688,883.7999877929688,890.2000122070312,893.2000122070312,2770123.0,881.1854858398438
2018-07-04,899.3499755859375,882.5,893.25,886.5499877929688,1104449.0,874.6248779296875
2018-07-05,870.75,833.25,869.5999755859375,838.0,6128988.0,826.7279052734375
2018-07-06,848.5,813.0,838.0,829.6500244140625,6884175.0,818.490234375
2018-07-09,836.2999877929688,817.6500244140625,834.9000244140625,821.7999877929688,4098360.0,810.745849609375
2018-07-10,840.0,822.4000244140625,823.0,832.8499755859375,2670508.0,821.647216796875
2018-07-11,833.1500244140625,805.5999755859375,833.1500244140625,809.5,2909483.0,798.6112670898438
2018-07-12,823.25,804.0,816.3499755859375,808.4500122070312,2832418.0,797.575439453125
2018-07-13,842.0,799.6500244140625,813.0,838.7000122070312,4995028.0,827.4185180664062
2018-07-16,844.0999755859375,816.0999755859375,839.0,831.2000122070312,3256321.0,820.0194091796875
2018-07-17,855.2000122070312,826.0,831.4000244140625,845.1500244140625,2849218.0,833.7817993164062
2018-07-18,856.0999755859375,838.0999755859375,848.0,846.2000122070312,2660188.0,834.817626953125
2018-07-19,874.7999877929688,847.0499877929688,851.9000244140625,869.8499755859375,3924410.0,858.1495361328125
2018-07-20,876.5999755859375,857.4000244140625,869.0,860.4000244140625,2048572.0,848.8265991210938
2018-07-23,866.0,845.2000122070312,859.0,858.75,1334621.0,850.9074096679688
2018-07-24,870.9000244140625,851.5,859.0,861.6500244140625,2015425.0,853.781005859375
2018-07-25,871.5999755859375,853.0,868.0,865.9000244140625,1453640.0,857.9921264648438
2018-07-26,869.9500122070312,850.5,869.9500122070312,854.5,1167616.0,846.6962280273438
2018-07-27,894.5,852.2000122070312,859.9500122070312,884.0999755859375,3210162.0,876.02587890625
2018-07-30,903.0,880.7999877929688,882.7999877929688,892.0499877929688,2418684.0,883.9033203125
2018-07-31,914.0,886.4000244140625,893.0,912.3499755859375,2165312.0,904.0179443359375
2018-08-01,920.5,905.2999877929688,915.0,917.3499755859375,1818993.0,908.9722900390625
2018-08-02,933.5999755859375,909.25,915.0,921.5,2313020.0,913.0843505859375
2018-08-03,942.0,902.2000122070312,930.0,919.2000122070312,9358677.0,910.805419921875
2018-08-06,939.0999755859375,896.75,928.7000122070312,901.6500244140625,3763151.0,893.4156494140625
2018-08-07,931.9000244140625,898.7000122070312,904.6500244140625,927.25,4450697.0,918.7818603515625
2018-08-08,936.5,921.0,929.0999755859375,935.0,2163746.0,926.4610595703125
2018-08-09,934.7999877929688,909.2999877929688,934.7999877929688,915.2999877929688,2536080.0,906.9409790039062
2018-08-10,932.0,913.0,915.0,920.0999755859375,2105317.0,911.6971435546875
2018-08-13,924.0,910.5499877929688,915.0,913.6500244140625,1316517.0,905.3060913085938
2018-08-14,927.0,914.0499877929688,914.2000122070312,925.5999755859375,1404450.0,917.1469116210938
2018-08-16,929.0,917.0,924.0,919.4500122070312,1196749.0,911.0531005859375
2018-08-17,945.0,921.5499877929688,924.9000244140625,941.5499877929688,2697290.0,932.9512329101562
2018-08-20,943.5,914.1500244140625,942.0,921.7000122070312,2529831.0,913.2825317382812
2018-08-21,927.9500122070312,905.7999877929688,924.6500244140625,916.2999877929688,2531200.0,907.9318237304688
2018-08-23,926.4000244140625,907.0999755859375,925.0,911.9000244140625,1571386.0,903.5720825195312
2018-08-24,915.9000244140625,882.5,912.4000244140625,885.3499755859375,3218302.0,877.2644653320312
2018-08-27,900.0,887.0999755859375,894.0,890.9000244140625,1789147.0,882.7638549804688
2018-08-28,897.75,871.5499877929688,895.0,888.2999877929688,3563757.0,880.1875
2018-08-29,895.5999755859375,876.5,888.0,882.7999877929688,1863018.0,874.73779296875
2018-08-30,891.0,876.0,884.4500122070312,878.3499755859375,1758855.0,870.328369140625
2018-08-31,894.7999877929688,877.0999755859375,881.0,891.9000244140625,1677232.0,883.7546997070312
2018-09-03,921.3499755859375,891.1500244140625,896.8499755859375,912.75,4972521.0,904.4142456054688
2018-09-04,928.4000244140625,877.0999755859375,917.0,880.9000244140625,3880086.0,872.8551635742188
2018-09-05,882.4000244140625,851.6500244140625,875.0999755859375,863.9000244140625,2990706.0,856.0104370117188
2018-09-06,883.5,858.0999755859375,871.0,867.1500244140625,2399973.0,859.230712890625
2018-09-07,876.0,861.0499877929688,871.0,867.4500122070312,1297983.0,859.5279541015625
2018-09-10,868.0,850.0,864.0,857.5499877929688,1576682.0,849.7183837890625
2018-09-11,860.9000244140625,815.7999877929688,860.0,820.75,4918816.0,813.2544555664062
2018-09-12,838.3499755859375,790.1500244140625,817.0,826.4500122070312,6728840.0,818.9024047851562
2018-09-14,852.0,829.25,838.0,842.5999755859375,3329172.0,834.9049072265625
2018-09-17,838.0,816.7000122070312,834.7999877929688,823.4500122070312,2843632.0,815.9298095703125
2018-09-18,843.9500122070312,818.6500244140625,819.0,824.9000244140625,3331397.0,817.3665771484375
2018-09-19,829.7999877929688,786.0999755859375,812.5,823.5999755859375,5347338.0,816.0784301757812
2018-09-21,836.6500244140625,779.2000122070312,834.2000122070312,800.5999755859375,4259892.0,793.2884521484375
2018-09-24,805.0,773.3499755859375,801.7999877929688,791.0999755859375,3244812.0,783.8751831054688
2018-09-25,814.2999877929688,778.1500244140625,791.0,796.8499755859375,3150095.0,789.57275390625
2018-09-26,820.0,802.1500244140625,812.0,814.7000122070312,4080359.0,807.2597045898438
2018-09-27,843.6500244140625,815.5,833.5999755859375,821.4500122070312,7668506.0,813.9480590820312
2018-09-28,831.1500244140625,794.3499755859375,823.0999755859375,805.5999755859375,3145969.0,798.2427978515625
2018-10-01,814.4000244140625,782.0,800.0,809.75,2445752.0,802.3549194335938
2018-10-03,813.0,791.2000122070312,811.5,794.5,3478716.0,787.2442016601562
2018-10-04,797.5,760.2999877929688,785.0,776.7000122070312,4579535.0,769.6068115234375
2018-10-05,815.7000122070312,784.0,788.25,792.0999755859375,7398167.0,784.8660888671875
2018-10-08,819.0,774.7000122070312,792.0,813.5499877929688,3961739.0,806.1201782226562
2018-10-09,820.9500122070312,732.2999877929688,818.9500122070312,749.5,8683946.0,742.6552124023438
2018-10-10,796.3499755859375,740.0,746.0,788.5499877929688,7285084.0,781.3485107421875
2018-10-11,798.0,754.5499877929688,764.0,778.9000244140625,3766505.0,771.7866821289062
2018-10-12,809.75,777.0999755859375,784.0,805.1500244140625,4322158.0,797.7969360351562
2018-10-15,812.0,788.75,805.2000122070312,807.2000122070312,2234430.0,799.8281860351562
2018-10-16,819.6500244140625,808.0,811.0,810.5999755859375,2347048.0,803.1971435546875
2018-10-17,823.2999877929688,792.5499877929688,817.0999755859375,800.0999755859375,2975579.0,792.7930297851562
2018-10-19,810.0,782.5,810.0,788.7000122070312,2892515.0,781.4971923828125
2018-10-22,795.9000244140625,773.2000122070312,793.4000244140625,774.7999877929688,2766247.0,767.7240600585938
2018-10-23,787.0,766.1500244140625,771.9000244140625,778.2000122070312,2239883.0,771.0930786132812
2018-10-24,794.7999877929688,772.25,785.3499755859375,791.5999755859375,2060580.0,784.37060546875
2018-10-25,796.0,777.7999877929688,785.0,791.25,1681346.0,784.0238647460938
2018-10-26,820.0,786.6500244140625,790.0,806.9000244140625,3738778.0,799.531005859375
2018-10-29,834.4500122070312,807.6500244140625,813.0,829.75,2473393.0,822.1723022460938
2018-10-30,841.4000244140625,819.4000244140625,829.0,830.5,1876874.0,822.9154052734375
2018-10-31,847.9000244140625,818.5,837.5,844.5999755859375,2435865.0,836.8865966796875
2018-11-01,862.9000244140625,834.4000244140625,844.5999755859375,854.4500122070312,2485725.0,846.646728515625
2018-11-02,884.0,857.9000244140625,860.0,871.0,3078543.0,863.0455322265625
2018-11-05,872.4000244140625,856.5499877929688,870.0,863.7000122070312,1903690.0,855.812255859375
2018-11-06,877.5999755859375,840.2000122070312,869.0,846.25,2504504.0,838.5216064453125
2018-11-07,855.9500122070312,847.5999755859375,855.0,850.1500244140625,331169.0,842.385986328125
2018-11-09,865.0,844.0,855.0,847.6500244140625,3528039.0,839.9088134765625
2018-11-12,901.5,843.2000122070312,857.0,894.75,13985301.0,886.5786743164062
2018-11-13,899.6500244140625,879.0999755859375,889.2000122070312,897.5,4432001.0,889.3035278320312
2018-11-14,897.5,883.0,897.0499877929688,892.2000122070312,2606605.0,884.052001953125
2018-11-15,924.0,889.0,892.25,920.7999877929688,4711756.0,912.3907470703125
2018-11-16,928.7000122070312,912.7000122070312,921.0,921.3499755859375,2769698.0,912.9356689453125
